start_date,temperature_2m_degC,relative_humidity_2m_pct,apparent_temperature_degC,rainfall_mm,cloud_cover_pct,wind_speed_10m_kmh
2015-01-01,25.096,86.064,28.488000000000003,0.335477721071744,89.10914024928844,13.738641230739033
2015-01-02,26.072,75.548,28.16,0.04347772107174404,55.94914024928845,17.722641230739033
2015-01-03,26.171999999999997,76.944,28.664,0.03547772107174404,43.58914024928845,16.702641230739033
2015-01-04,26.424,76.36399999999999,29.148000000000003,0.09947772107174403,46.10914024928845,15.570641230739032
2015-01-05,26.416,77.91199999999999,29.944000000000003,0.04347772107174404,53.78914024928845,11.562641230739032
2015-01-06,26.031999999999996,84.8,30.156,0.44747772107174405,47.10914024928845,11.818641230739033
2015-01-07,26.12,82.428,30.148000000000003,0.5194777210717441,45.62914024928845,10.822641230739032
2015-01-08,25.184,86.40799999999999,29.055999999999997,1.247477721071744,80.46914024928844,10.462641230739031
2015-01-09,24.448,88.0,28.068,2.675477721071744,95.50914024928845,11.054641230739032
2015-01-10,25.651999999999997,84.04,29.136,0.38747772107174405,67.54914024928844,13.098641230739034
2015-01-11,25.676,84.22,29.184,0.515477721071744,64.42914024928845,13.066641230739032
2015-01-12,26.384,80.152,29.408,0.019477721071744038,62.389140249288445,16.63864123073903
2015-01-13,26.628,78.08,29.208000000000002,0.011477721071744038,34.26914024928845,18.98264123073903
2015-01-14,26.112,82.64,29.171999999999997,0.055477721071744035,43.62914024928845,17.78264123073903
2015-01-15,26.044,79.38,28.552,0.04747772107174404,43.14914024928845,17.93864123073903
2015-01-16,26.224,75.22399999999999,28.5,0.011477721071744038,28.109140249288448,18.066641230739034
2015-01-17,26.04,73.336,28.164,0.011477721071744038,36.26914024928845,17.086641230739033
2015-01-18,26.02,73.376,27.884,0.011477721071744038,42.94914024928845,18.214641230739034
2015-01-19,25.916,75.26,28.16,0.011477721071744038,39.26914024928845,17.07864123073903
2015-01-20,26.048000000000002,73.1,28.112,0.011477721071744038,39.22914024928845,16.78264123073903
2015-01-21,25.84,79.07600000000001,28.764,0.23547772107174403,53.18914024928845,14.154641230739033
2015-01-22,25.936,76.904,28.156,0.011477721071744038,43.18914024928845,18.086641230739033
2015-01-23,25.76,76.336,27.88,0.06747772107174405,48.10914024928845,17.670641230739033
2015-01-24,25.868000000000002,75.74,28.396,0.011477721071744038,40.709140249288446,15.186641230739033
2015-01-25,25.304000000000002,79.212,28.171999999999997,0.15947772107174404,78.10914024928844,12.634641230739032
2015-01-26,26.112,75.184,28.548000000000002,0.011477721071744038,48.90914024928845,15.598641230739034
2015-01-27,26.392,73.064,28.904,0.011477721071744038,37.349140249288446,14.522641230739032
2015-01-28,26.491999999999997,73.536,29.164,0.011477721071744038,35.78914024928845,13.894641230739033
2015-01-29,26.104,79.368,29.011999999999997,0.03147772107174404,68.62914024928845,15.198641230739032
2015-01-30,25.916,83.044,29.384,0.36747772107174403,65.50914024928845,14.234641230739033
2015-01-31,26.18,76.48,28.304000000000002,0.011477721071744038,54.30914024928845,18.550641230739032
2015-02-01,25.8,71.44800000000001,27.344,0.011477721071744038,46.349140249288446,18.84664123073903
2015-02-02,25.488000000000003,77.176,27.62,0.18347772107174404,79.98914024928845,16.766641230739033
2015-02-03,25.215999999999998,76.336,27.224,0.36747772107174403,73.34914024928845,15.658641230739033
2015-02-04,24.436,86.536,27.451999999999998,3.2114777210717436,89.30914024928845,13.974641230739032
2015-02-05,25.124000000000002,83.6,27.468000000000004,0.21147772107174403,75.78914024928845,18.82264123073903
2015-02-06,25.215999999999998,84.288,27.988000000000003,0.359477721071744,72.58914024928845,17.15464123073903
2015-02-07,25.3,82.28399999999999,27.772,0.06347772107174404,48.26914024928845,18.31464123073903
2015-02-08,25.784000000000002,76.064,27.66,0.02347772107174404,49.029140249288446,19.126641230739033
2015-02-09,25.6,77.49600000000001,27.344,0.02347772107174404,36.90914024928845,20.370641230739032
2015-02-10,25.691999999999997,72.22,26.964000000000002,0.011477721071744038,41.30914024928845,20.338641230739032
2015-02-11,25.408,73.792,27.1,0.03947772107174404,34.98914024928845,16.91064123073903
2015-02-12,25.531999999999996,73.436,27.308000000000003,0.011477721071744038,28.429140249288448,16.862641230739033
2015-02-13,25.656,73.876,27.524,0.011477721071744038,46.94914024928845,17.118641230739033
2015-02-14,25.831999999999997,75.44800000000001,28.388,0.011477721071744038,48.14914024928845,14.446641230739033
2015-02-15,26.068,75.824,28.996,0.02347772107174404,37.669140249288446,13.326641230739034
2015-02-16,26.476,76.63600000000001,29.544,0.015477721071744038,38.10914024928845,14.426641230739033
2015-02-17,26.504,78.63600000000001,29.844,0.03947772107174404,35.029140249288446,14.018641230739034
2015-02-18,26.496,79.312,29.84,0.07947772107174404,52.46914024928845,14.842641230739032
2015-02-19,25.384,84.03200000000001,29.092,0.627477721071744,83.62914024928845,10.414641230739033
2015-02-20,26.351999999999997,79.024,29.896,0.011477721071744038,43.389140249288445,13.070641230739032
2015-02-21,26.328000000000003,78.388,29.592,0.019477721071744038,40.26914024928845,13.718641230739033
2015-02-22,26.612,76.348,29.631999999999998,0.027477721071744038,42.14914024928845,15.07864123073903
2015-02-23,26.932,75.296,30.22,0.011477721071744038,59.78914024928845,14.19064123073903
2015-02-24,26.691999999999997,77.16,30.288,0.011477721071744038,50.94914024928845,11.434641230739032
2015-02-25,26.651999999999997,78.92399999999999,30.648000000000003,0.051477721071744045,50.22914024928845,10.622641230739031
2015-02-26,26.664,78.524,30.6,0.027477721071744038,35.349140249288446,10.846641230739033
2015-02-27,27.176,74.904,30.736,0.011477721071744038,20.38914024928845,13.098641230739034
2015-02-28,27.351999999999997,76.016,30.816,0.015477721071744038,32.18914024928845,14.606641230739033
2015-03-01,26.84,80.084,30.688000000000002,0.09147772107174404,47.78914024928845,13.034641230739032
2015-03-02,26.555999999999997,78.704,30.035999999999998,0.07547772107174404,47.90914024928845,12.622641230739031
2015-03-03,26.756,78.544,30.736,0.055477721071744035,40.82914024928845,10.578641230739033
2015-03-04,27.188000000000002,77.328,31.62,0.011477721071744038,41.58914024928845,8.950641230739032
2015-03-05,27.2,75.416,31.304000000000002,0.03147772107174404,40.749140249288445,9.634641230739032
2015-03-06,27.212,74.008,31.228,0.011477721071744038,42.98914024928845,8.430641230739033
2015-03-07,27.2,74.648,31.084,0.07147772107174405,37.90914024928845,10.650641230739032
2015-03-08,26.892,79.42,31.392,0.22747772107174402,46.58914024928845,8.358641230739032
2015-03-09,26.888,80.812,30.991999999999997,0.22347772107174407,50.90914024928845,12.670641230739031
2015-03-10,26.588,80.88,30.444000000000003,0.21147772107174403,55.14914024928845,12.754641230739033
2015-03-11,25.624000000000002,83.916,29.176,0.45947772107174406,85.54914024928844,12.954641230739032
2015-03-12,26.336,79.24,29.572,0.09547772107174404,66.50914024928845,13.722641230739033
2015-03-13,26.948,69.692,29.344,0.011477721071744038,42.78914024928845,14.566641230739032
2015-03-14,27.092,72.42,30.031999999999996,0.051477721071744045,28.86914024928845,13.942641230739031
2015-03-15,26.924,78.236,30.631999999999998,0.10347772107174404,63.82914024928845,12.066641230739032
2015-03-16,26.984,77.196,31.4,0.07547772107174404,50.46914024928845,7.682641230739032
2015-03-17,27.308000000000003,77.96,31.652,0.05947772107174404,50.62914024928845,9.982641230739032
2015-03-18,27.364,78.84,31.968000000000004,0.08747772107174404,57.349140249288446,9.682641230739032
2015-03-19,27.064,81.38,32.012,0.06747772107174405,57.349140249288446,7.318641230739032
2015-03-20,26.956,82.28,32.512,0.06347772107174404,52.54914024928845,4.5386412307390325
2015-03-21,26.884,82.052,32.108000000000004,0.27147772107174406,39.86914024928845,5.802641230739032
2015-03-22,26.66,81.624,31.656,0.4994777210717441,42.349140249288446,6.326641230739033
2015-03-23,27.195999999999998,77.608,31.52,0.04747772107174404,48.349140249288446,9.086641230739033
2015-03-24,27.36,75.04,31.324,0.10747772107174404,58.10914024928845,10.550641230739032
2015-03-25,26.916,79.732,30.628,0.17547772107174403,57.22914024928845,13.182641230739032
2015-03-26,27.064,80.42,30.884,0.247477721071744,49.46914024928845,13.666641230739033
2015-03-27,27.432,79.204,31.268,0.11147772107174404,44.26914024928845,14.834641230739033
2015-03-28,26.592,82.964,30.768,0.10347772107174404,52.069140249288445,12.278641230739034
2015-03-29,26.468000000000004,82.86399999999999,30.74,0.463477721071744,62.54914024928845,11.042641230739031
2015-03-30,26.564,83.088,31.204,0.419477721071744,73.30914024928845,8.622641230739031
2015-03-31,26.824,82.22399999999999,31.631999999999998,0.323477721071744,61.94914024928845,8.018641230739032
2015-04-01,26.604,83.47200000000001,31.668000000000003,0.675477721071744,70.22914024928845,6.354641230739032
